ticker,name,sector,sector_etf,market_cap,date,close,daily_return,return_5d,return_20d,rs_spy_20d,rs_spy_50d,rs_spy_near_high,rs_qqq_20d,rs_qqq_50d,rs_sector_20d,rs_sector_50d,close_to_50d_high,volume_ratio,volume_trend,updown_vol_ratio_20d,capped_volume_ratio,avg_dollar_volume_20d,close_position,ma20,ma60,ma120,above_ma20,above_ma60,ma60_rising,ma120_rising,ma_aligned,golden_cross_recent,vp_signal,accumulation_days_10d,distribution_days_10d,volume_strength,surge_today,sustained_accumulation,signal_type,triggered_today,days_since_trigger,warnings,atr_ratio,rsi_14,liquidity_ok,rs_positive,rs_sector_positive,near_50d_high,volume_quality,not_overheated,passed_hard_filters,grade,market_state,trigger_price,ext_from_trigger,base_stability,sector_etf_to_52w_high,mom_12_1,mom_6_1,score_3m,score,next_earnings_date,earnings_within_20d,verdict,verdict_reason,top_pick_rank,regime_trend,regime_breadth,regime_vix_ratio
SYF,Synchrony Financial,Financials,XLF,24659857408.0,2026-08-31,77.08000183105469,-0.03565617994795056,-0.030074233710038034,0.021412288615902053,-0.005246510616110589,0.006444568771827752,False,-0.01958616427287918,0.05179050510229799,0.007784010288458765,-0.025095392447263665,0.9516049608772184,1.398821049567584,1.2189875265746735,1.1516737179698247,1.398821049567584,252856808.9891014,0.3184383258034268,79.23076629638672,75.6629145304362,73.1539137840271,False,True,True,True,True,False,distribution,4,4,normal,False,False,,False,5.0,분산4일,0.026132400732396973,46.62669568733359,True,False,True,True,False,True,False,,Uptrend Under Pressure,79.47,-0.0301,0.4390938388580771,0.9897101307719538,-0.11088004131898321,0.031477251356971436,0.47608572095698576,0.5477103301384452,,False,,,0,0,0.518,0.851
AES,The AES Corporation,Utilities,XLU,10469154816.0,2026-08-31,14.739999771118164,-0.0006779816191074817,-0.002031190637488356,0.004087156995577823,-0.022119457344318194,-0.01626320767362699,False,-0.03621588268891318,0.028059616786749286,0.0544935913650797,0.06809339615686749,0.9979688093625116,1.231214544956117,1.2585511807845522,1.0203155793945289,1.231214544956117,108759252.87804604,0.5999923706345724,14.727999877929687,14.606131108601888,14.356442928314209,True,True,True,False,True,False,distribution,2,5,normal,False,False,,False,126.0,분산5일,0.0030044577204225782,57.319012704593774,True,False,True,True,False,True,False,,Uptrend Under Pressure,16.87,-0.1261,0.37616443910221536,0.8966434413200582,-0.0057662511568078445,-0.19961612876263568,0.3577960397054552,0.5472310969116081,,False,,,0,0,0.518,0.851
ROIV,Roivant Sciences Ltd.,Health Care,XLV,24496795648.0,2026-08-31,34.63999938964844,-0.07823316386793633,-0.04573002430582229,0.02152755958481789,-0.005134248212542825,0.06973687984534416,False,-0.019475520163695803,0.11793448749205027,-0.026332153951897252,-0.023149823723141005,0.9217668361320637,5.242474284690872,1.5739869004910017,1.0603373583600733,5.0,268260124.12327576,0.4716978416023447,35.9795000076294,34.158999888102215,31.37520826657613,False,True,True,True,True,False,distribution,3,2,conviction,False,False,,False,7.0,,0.03665045032244009,43.946501062707405,True,False,False,True,False,True,False,,Uptrend Under Pressure,37.4,-0.0738,0.28428636857402195,0.970742260906543,1.4825578501311072,0.09740201634169554,0.9026050013383222,0.5463258785942492,,False,,,0,0,0.518,0.851
COF,Capital One Financial Corporati,Financials,XLF,128224468992.0,2026-08-31,214.50999450683594,-0.009969094384840282,-0.015602813538315052,0.029938800590029846,0.0030574599088875054,0.032564307886731925,False,-0.011401897837964858,0.07908708401903852,0.01619675656812536,0.00020580624892430066,0.9468967990826136,1.2675186639397509,0.986956608910491,0.9078557675545627,1.2675186639397509,670338933.6456535,0.6141051778500969,218.8935317993164,205.7451136271159,196.23051986694335,False,True,True,True,True,False,distribution,1,4,normal,False,False,,False,47.0,분산4일,0.021901623631825178,49.521130079011,True,True,True,True,False,True,False,,Uptrend Under Pressure,197.11,0.0883,0.3489444664687718,0.9897101307719538,-0.18339727980443243,-0.0075587987916571064,0.3786877609016305,0.5455271565495208,,False,,,0,0,0.518,0.851
ALB,Albemarle Corporation,Materials,XLB,13873831936.0,2026-08-31,134.97000122070312,-0.005892340182536815,-0.05780103859893104,0.147313855159537,0.11736903262146958,-0.21923516723540137,False,0.10126184113575376,-0.1840573606336745,0.09810285773092886,-0.20294576558811805,0.8417212103725885,0.9108970623980741,0.8417575881897084,1.476118923932099,0.9108970623980741,281925601.7670029,0.31802896609231146,131.43999938964845,134.75436681111654,157.85113449096679,True,True,False,False,False,False,dry_up,1,0,normal,False,False,,False,14.0,,0.03954581575773464,54.16673431937403,True,True,True,False,False,True,False,,Uptrend Under Pressure,131.21,0.0287,0.30164569441166994,0.9817402724861023,0.17377701159081616,-0.3905734454501789,0.4403913595644473,0.5454739084132056,,False,,,0,0,0.518,0.851
CBRE,CBRE Group Inc,Real Estate,XLRE,42512547840.0,2026-08-31,145.80999755859375,-0.009577527852316692,-0.041354426643750775,-0.006811525213743619,-0.03273368460420334,0.07415383366870643,False,-0.04667710285270321,0.12255044969904683,0.01480398177584008,0.10164871499215877,0.9402849724107882,1.6791805024798554,0.9188422014118979,0.8162629828798357,1.6791805024798554,202834358.1163849,0.01855592260500236,149.55500030517578,141.631334177653,139.83708400726317,False,True,True,True,True,False,distribution,0,2,interest,False,False,,False,21.0,,0.028398021618215336,46.92425657182115,True,False,True,True,False,True,False,,Uptrend Under Pressure,149.46,-0.0244,0.32354963123585484,0.9587046776680185,-0.2095423477097187,-0.06877287356353701,0.3017181778316903,0.5451544195953141,,False,,,0,0,0.518,0.851
AMCR,Amcor plc,Materials,XLB,20750075904.0,2026-08-31,45.88999938964844,-0.013542585165862708,-0.055567004619481386,0.022504418393402226,-0.004182885360044186,0.08450368785282514,False,-0.018537871476517975,0.13336662248969877,-0.021353207903023197,0.10713011186431864,0.9444329953805186,1.0208014061550934,0.9854193833568928,0.7978414932454919,1.0208014061550934,175505831.21478042,0.086953156530056,46.964500427246094,43.959333419799805,41.42482852935791,False,True,True,True,True,False,distribution,1,2,normal,False,False,,False,13.0,,0.02516887959407811,48.27865716482698,True,False,False,True,False,True,False,,Uptrend Under Pressure,47.4,-0.0319,0.4088724567122915,0.9817402724861023,-0.05758276259734918,-0.12800956492632687,0.3761760434641472,0.5443556975505858,,False,,,0,0,0.518,0.851
FTS,Fortis Inc.,Utilities,XLU,29020579840.0,2026-08-31,55.18000030517578,0.006016441936828709,0.0051001597725801595,-0.023961781956751693,-0.049436320678863166,-0.04534685979267794,False,-0.06313896569155975,-0.00233441593165995,0.02503656050500669,0.03651578616322193,0.9455162431832962,1.41551468862238,0.9738352647780519,1.5831785769781936,1.41551468862238,41599734.14884033,0.9025630792946544,55.63296527862549,56.414617919921874,55.99544089635213,False,False,True,False,False,False,accumulation,3,1,normal,False,False,,False,,,0.013858995080175133,42.70003107733211,False,False,True,True,True,True,False,,Uptrend Under Pressure,,,0.38153333203569345,0.8966434413200582,0.006881610652401893,-0.07279600652143536,0.4724352337507759,0.5429712460063898,,False,,,0,0,0.518,0.851
ELV,"Elevance Health, Inc.",Health Care,XLV,81508155392.0,2026-08-31,392.5400085449219,-0.01646156961182854,-0.019973035974763964,0.04443383452999372,0.017174174335787162,-0.03336818068740188,False,0.002511320147038809,0.010183969419627958,-0.004499063716015939,-0.11730213206555362,0.9197497614417677,1.2000134297412628,0.8986764549666101,1.4875823722947041,1.2000134297412628,357987055.208786,0.3925434221840069,395.14150085449216,396.63637186686196,368.11361974080404,False,False,True,True,False,False,distribution,1,2,normal,False,False,,False,44.0,,0.02349013719648975,48.07722335064298,True,True,False,True,False,True,False,,Uptrend Under Pressure,395.18,-0.0067,0.5559462412498833,0.970742260906543,0.06962225528615029,0.09326549940989715,0.6720368124014056,0.5410543130990415,,False,,,0,0,0.518,0.851
FFIV,"F5, Inc.",Information Technology,XLK,22876442624.0,2026-08-31,407.1300048828125,-0.007532534563638116,0.05849777634185149,0.011327216324193978,-0.015068363128243445,0.01920479594101754,False,-0.029266431995619402,0.06512565161302919,-0.04913547691635989,0.052584813998449054,0.9440476642016348,1.5106278871898446,0.8795484895605377,1.2799947897836603,1.5106278871898446,234627873.82945555,0.8806999104848514,401.11500396728513,402.5153350830078,363.96558430989586,True,True,False,True,False,False,distribution,0,1,interest,False,False,,False,24.0,,0.029930775809594797,53.96537182435584,True,False,False,True,False,True,False,,Uptrend Under Pressure,407.96,-0.002,0.3564833957056435,0.942043116991502,0.05498499729190853,0.31800813471353573,0.7224531729624757,0.5407348242811502,,False,,,0,0,0.518,0.851
