ticker,name,sector,sector_etf,market_cap,date,close,daily_return,return_5d,return_20d,rs_spy_20d,rs_spy_50d,rs_spy_near_high,rs_qqq_20d,rs_qqq_50d,rs_sector_20d,rs_sector_50d,close_to_50d_high,volume_ratio,volume_trend,updown_vol_ratio_20d,capped_volume_ratio,avg_dollar_volume_20d,close_position,ma20,ma60,ma120,above_ma20,above_ma60,ma60_rising,ma120_rising,ma_aligned,golden_cross_recent,vp_signal,accumulation_days_10d,distribution_days_10d,volume_strength,surge_today,sustained_accumulation,signal_type,triggered_today,days_since_trigger,warnings,atr_ratio,rsi_14,liquidity_ok,rs_positive,rs_sector_positive,near_50d_high,volume_quality,not_overheated,passed_hard_filters,grade,market_state,trigger_price,ext_from_trigger,base_stability,sector_etf_to_52w_high,mom_12_1,mom_6_1,score_3m,score,next_earnings_date,earnings_within_20d,verdict,verdict_reason,top_pick_rank,regime_trend,regime_breadth,regime_vix_ratio
AVTR,"Avantor, Inc.",Health Care,XLV,9834257408.0,2026-09-16,15.609999656677246,0.011010367934849663,0.04905910864394891,0.1710427416369631,0.19185303482956018,0.5175247901193465,True,0.19229612316728928,0.5406205843355743,0.18472357676057793,0.5000159907792197,1.0,1.440819392698393,1.135775619749504,2.1306964602388083,1.440819392698393,108513873.83581968,0.4814810454161202,14.730999946594238,12.763499975204468,10.58758331934611,True,True,True,True,True,False,accumulation,6,3,normal,False,True,acc,True,0.0,분산3일,0.027994871471589324,69.65761890140189,True,True,True,True,False,True,True,A,Uptrend Under Pressure,15.61,0.0,0.6206535055585214,0.9549750185957814,-0.07822474457003248,0.49461660739045143,0.6256974811174153,0.9816737288135592,2026-10-28,False,진입 검토,acc D+0,1,0,0.375,0.898
FRO,Frontline Plc,Energy,XLE,9746429952.0,2026-09-16,53.66999816894531,0.040317852494774264,0.13683539948632073,0.23379306135506472,0.25571847400900394,0.41313720645323326,True,0.25618530523319416,0.43464428583146963,0.22704894614207038,0.21612567884973055,1.0,1.6771158529954682,1.4940104282856375,4.334072093173372,1.6771158529954682,141305135.59717256,0.58704391539703,46.03049945831299,41.009833272298174,38.045323308308916,True,True,True,True,True,False,accumulation,6,1,interest,True,True,surge+acc,True,0.0,,0.03288617127364815,83.02091662085411,True,True,True,True,True,True,True,A,Uptrend Under Pressure,53.67,0.0,0.37068304007714364,0.971181533185436,0.6014760191748096,0.21442829766073124,0.9011699974702758,0.9786546610169491,,False,진입 검토,surge+acc D+0,2,0,0.375,0.898
DELL,Dell Technologies Inc.,Information Technology,XLK,294647398400.0,2026-09-16,563.2899780273438,0.03639301559551478,0.05238669411927832,0.20194171634143565,0.22330110710330842,0.3407709683714708,True,0.22375588670972713,0.3611766781023573,0.21298550754424217,0.3172205394727823,0.9929489323715724,1.3380781788507865,1.0806948700526942,2.3565920899492894,1.3380781788507865,4845382628.305224,0.49512244818531265,489.46400146484376,450.2485875447591,358.9229245503744,True,True,True,True,True,False,accumulation,6,1,normal,False,True,acc,True,0.0,,0.06312529893339743,63.28447499979611,True,True,True,True,True,True,True,A,Uptrend Under Pressure,563.29,0.0,0.29231406828969947,0.9290615743084026,2.2419915359080864,1.7208142081180031,0.9936034115138592,0.9786016949152542,2026-11-28,False,진입 검토,acc D+0,3,0,0.375,0.898
VLO,Valero Energy Corporation,Energy,XLE,103342923776.0,2026-09-16,403.2799987792969,0.015716275690309978,0.03684274616923777,0.152064027546289,0.17253705499221206,0.5079057738054622,True,0.1729729623393763,0.5308551725078936,0.14576665663549382,0.29768215318112823,1.0,1.284061930864647,1.3266156090483514,1.9994281884335503,1.284061930864647,1015721376.560167,0.7929427862390508,366.4675018310547,319.8786893208822,281.91003036499023,True,True,True,True,True,False,accumulation,8,2,normal,False,True,acc,True,0.0,,0.03235256684738886,77.5412488815931,True,True,True,True,False,True,True,A,Uptrend Under Pressure,403.28,0.0,0.4497116289495941,0.971181533185436,0.9035656785849371,0.2816018164061067,0.9405072097141411,0.971927966101695,2026-10-22,False,진입 검토,acc D+0,4,0,0.375,0.898
RVTY,"Revvity, Inc.",Health Care,XLV,14357821440.0,2026-09-16,145.72999572753906,0.03951774869572677,0.17666530095266708,0.281142819582761,0.3039096723620536,0.2904536151127499,True,0.30439441935047595,0.3100935256659654,0.29610991092907213,0.2755647028841901,1.0,1.781870896731262,1.2027660876951318,1.4673800759454432,1.781870896731262,247243614.07688674,0.7584691402464929,127.93350028991699,117.47196629842122,105.86539421081542,True,True,True,True,True,False,accumulation,4,2,interest,True,False,surge,True,0.0,,0.03216369398913545,74.43373683502315,True,True,True,True,False,True,True,A,Uptrend Under Pressure,145.73,0.0,0.22949288187625602,0.9549750185957814,0.17321180921427515,0.14983158454383338,0.7667720718441691,0.9608580508474577,2026-10-26,False,진입 검토,surge D+0,5,0,0.375,0.898
DDS,"Dillard's, Inc.",Consumer Discretionary,XLY,9775805440.0,2026-09-16,647.489990234375,0.0064663128317083984,0.038209951120786734,0.10757786054541585,0.12726033599405762,0.23127040679396127,True,0.12767941107619207,0.250009585306892,0.16970194383837134,0.32296607623246554,0.9859903269840747,1.5243113315869345,1.0057649033399505,2.120246282527881,1.5243113315869345,106306203.15203857,0.17901865779808038,634.1519958496094,592.2206878662109,584.8648223876953,True,True,True,True,True,False,accumulation,3,0,interest,True,False,surge,True,0.0,,0.03284439725366773,57.111321373533855,True,True,True,True,True,True,True,A,Uptrend Under Pressure,647.49,0.0,0.37287251033103136,0.8883820050871151,-0.12668345222567945,-0.13699800216691949,0.3222552491778396,0.9565677966101696,2026-11-12,False,진입 검토,surge D+0,0,0,0.375,0.898
OKTA,"Okta, Inc.",Information Technology,XLK,30251012096.0,2026-09-16,188.1199951171875,-0.012234192010451395,0.08903548185097221,0.30711504662720013,0.33034344503624813,0.256404002416617,True,0.33083801915608024,0.27552569880088296,0.319125201077066,0.2343354658619512,0.9877658079895486,0.8343443916236178,0.9898773156087888,1.3922306458392968,0.8343443916236178,716853823.2846222,0.42218387871775503,161.61274948120118,148.26825065612792,119.0454168955485,True,True,True,True,True,False,dry_up,1,1,normal,False,False,surge,False,2.0,,0.06065885609090403,67.33997372716888,True,True,True,True,False,True,True,A,Uptrend Under Pressure,186.45,0.009,0.25131635646937384,0.9290615743084026,0.33295426684138296,0.5751408209209405,0.892410827219833,0.95,,False,진입 검토,surge D+2 · 클러스터 대표(4종목 중),0,0,0.375,0.898
ILMN,"Illumina, Inc.",Health Care,XLV,32258129920.0,2026-09-16,228.92999267578125,0.02987088753519096,0.11673167158917686,0.21583727674731135,0.2374436018659245,0.18379840454027163,True,0.23790363914616086,0.20181508836829032,0.2300414289348509,0.17014005189970116,1.0,1.6270140517007055,1.1850106189797407,2.050525154294878,1.6270140517007055,448521902.1383392,0.42520279918073967,215.55350036621093,198.49433237711588,170.1824993133545,True,True,True,True,True,False,accumulation,5,2,interest,True,False,surge,True,0.0,,0.04090769778229137,63.43238839139847,True,True,True,True,False,True,True,A,Uptrend Under Pressure,228.93,0.0,0.2596748193945722,0.9549750185957814,0.619040032136307,0.3802322497342261,0.929360160456796,0.9490466101694917,2026-10-30,False,진입 검토,surge D+0,0,0,0.375,0.898
TMO,Thermo Fisher Scientific Inc,Health Care,XLV,228171055104.0,2026-09-16,648.4299926757812,0.010976126641451645,0.07138476066617017,0.10082509993180899,0.12038757384401477,0.2445861053358942,True,0.12080409387895163,0.2635279405931312,0.11368560976345865,0.23022640029402663,1.0,1.55539981262781,1.1348630147695549,1.6394233071988595,1.55539981262781,1150249063.9636016,0.6772711779766482,619.7507598876953,572.113422648112,525.0767967224122,True,True,True,True,True,False,accumulation,5,1,interest,True,False,surge,True,0.0,,0.023437996289569763,69.23599571800403,True,True,True,True,True,True,True,A,Uptrend Under Pressure,648.43,0.0,0.36889436488464095,0.9549750185957814,0.04685859897217348,0.07069389540934812,0.6255086552708613,0.9399364406779661,,False,진입 검토,surge D+0,0,0,0.375,0.898
SWKS,"Skyworks Solutions, Inc.",Information Technology,XLK,10083181568.0,2026-09-16,85.58999633789062,-0.04900004069010422,0.11823876814884327,0.2693162679894119,0.2918729542245089,0.4201868783161622,False,0.2923532263915607,0.4418012493654795,0.28097911623189553,0.3952415215851317,0.9509999593098958,1.1290103925505832,1.509690445673338,2.0762635661442883,1.1290103925505832,546467292.1695511,0.08904818914293688,73.33250007629394,67.29600035349527,66.94209588368734,True,True,True,True,True,False,distribution,5,2,normal,False,False,surge,False,1.0,,0.061505856601249444,64.06460448938188,True,True,True,True,False,True,True,A,Uptrend Under Pressure,90.0,-0.049,0.1858998340799535,0.9290615743084026,-0.18819653366807698,0.09843409697083527,0.4515991471215352,0.9336864406779661,2026-11-04,False,진입 검토,surge D+1,0,0,0.375,0.898
