ticker,name,sector,sector_etf,market_cap,date,close,daily_return,return_5d,return_20d,rs_spy_20d,rs_spy_50d,rs_spy_near_high,rs_qqq_20d,rs_qqq_50d,rs_sector_20d,rs_sector_50d,close_to_50d_high,volume_ratio,volume_trend,updown_vol_ratio_20d,capped_volume_ratio,avg_dollar_volume_20d,close_position,ma20,ma60,ma120,above_ma20,above_ma60,ma60_rising,ma120_rising,ma_aligned,golden_cross_recent,vp_signal,accumulation_days_10d,distribution_days_10d,volume_strength,surge_today,sustained_accumulation,signal_type,triggered_today,days_since_trigger,warnings,atr_ratio,rsi_14,liquidity_ok,rs_positive,rs_sector_positive,near_50d_high,volume_quality,not_overheated,passed_hard_filters,grade,market_state,trigger_price,ext_from_trigger,base_stability,sector_etf_to_52w_high,mom_12_1,mom_6_1,score_3m,score,next_earnings_date,earnings_within_20d,verdict,verdict_reason,regime_trend,regime_breadth,regime_vix_ratio
BMNR,"BitMine Immersion Technologies,",Financials,XLF,10423751680.0,2026-08-26,24.90999984741211,0.003626114169802186,0.23073123167510534,0.5015069088788631,0.4297321928636315,0.4308078502293302,True,0.39673045574887356,0.5209820620050634,0.46078638011258066,0.3337521569067081,1.0,0.9459465484277875,1.5520107482667185,3.1881538364159994,0.9459465484277875,757502545.2179734,0.6929819571415187,19.619999980926515,17.063499943415323,19.001083286603293,True,True,True,True,False,False,weak_rally,5,0,normal,False,False,surge,False,1.0,과열,0.05177210048495021,78.25642221645802,True,True,True,True,True,False,True,A,Confirmed Uptrend,24.82,0.0036,0.40492919919755294,0.99914246183193,-0.6960874290674657,-0.23945915102098259,0.04047951797622912,1.0812034078807242,2026-11-21,False,대기,단기 이벤트성(3M 0.04) — 신호 재발생 또는 중기 추세 형성 대기,0,0.61,0.845
P,"Everpure, Inc.",Information Technology,XLK,25651687424.0,2026-08-26,108.9000015258789,0.05923552292484313,-0.02767855780465267,0.5725631989296593,0.497391865150411,0.4327318523770347,False,0.4628283763109424,0.523027321089607,0.4326289040141871,0.5273709225765149,0.9216316701994154,1.5999568911400077,1.0336217195712127,2.6259669171938023,1.5999568911400077,338558172.9903862,0.8885446868818093,100.41700019836426,82.89933344523112,76.34825003941855,True,True,True,True,True,False,accumulation,4,3,interest,True,False,surge,True,0.0,"분산3일,어닝스20일내",0.05808473255689791,62.78743514282027,True,True,True,True,False,True,True,A,Confirmed Uptrend,108.9,0.0,0.32538918000946077,0.923555818020704,0.060167492597916095,-0.07655529393265048,0.49328412863838533,1.0312034078807242,2026-08-27,True,대기,어닝스 2026-08-27 — 발표 후 재평가,0,0.61,0.845
MRNA,"Moderna, Inc.",Health Care,XLV,21751822336.0,2026-08-26,149.66000366210938,-0.05773467268922727,-0.1417593791060825,1.7465589842558509,1.6152685519918784,1.8214712683663112,False,1.5549017184910805,1.9992896579089958,1.6310245378260984,1.5181777074394085,0.8582406208939175,0.7685535883700102,2.03759373237295,2.012072577521645,0.7685535883700102,4044251268.8179436,0.41288577928488646,86.6402509689331,69.37675031026204,60.01545845667521,True,True,True,True,True,False,dry_up,3,3,normal,False,False,surge,False,1.0,"과열,분산3일",0.1263879118880328,68.49706055222237,True,True,True,False,False,False,True,A,Confirmed Uptrend,158.83,-0.0577,0.04343148005128413,0.9878187643507145,0.8881051358691705,0.011003849641275432,0.8143823500936826,1.0264643237486688,2026-11-05,False,대기,과열 + 당일 저가권 마감 — 단기 소화 후 재평가,0,0.61,0.845
AEM,Agnico Eagle Mines Limited,Materials,XLB,73559629824.0,2026-08-26,214.0399932861328,-0.04493332424610064,0.030425534509383567,0.4819636096403688,0.41112309828616755,0.22441707081393236,False,0.37855090486515497,0.3015838575545151,0.428671553310884,0.21416759802179564,0.9550666757538994,0.9917572531509445,1.2005369846767278,4.640895968245119,0.9917572531509445,674247532.100811,0.051280637668994024,184.40249938964843,164.53233311971027,180.73799743652344,True,True,True,False,False,False,dry_up,4,1,normal,False,False,surge,False,3.0,,0.04088355100796889,72.25626967919925,True,True,True,True,True,True,True,A,Confirmed Uptrend,216.06,-0.0093,0.25414743754950514,1.0,-0.08934621676247967,-0.4416368664683903,0.2218054250454175,1.0082534611288607,2026-10-29,False,진입 검토,국면 정합 A등급 · surge D+3 · 클러스터 대표(10종목 중),0,0.61,0.845
GMAB,Genmab A/S,Health Care,XLV,17724329984.0,2026-08-26,33.75,-0.017753218845048213,-0.010554107414536662,0.18338006515748928,0.12681238131100936,0.34942736946992414,True,0.1008027788335002,0.4344727159649462,0.1336009919507224,0.20437091020789744,0.9822467811549518,1.0455523264356024,1.1681599382294259,1.5780613506897363,1.0455523264356024,93903521.82328224,0.7222198674748159,31.493500232696533,28.51325003306071,27.72612500190735,True,True,True,True,True,False,distribution,4,4,normal,False,False,acc,False,4.0,분산4일,0.02728043409882399,68.07049621594602,True,True,True,True,False,True,True,A,Confirmed Uptrend,33.41,0.0102,0.311597346825418,0.9878187643507145,0.02316123516303703,-0.0785582971675236,0.45223101148679046,1.0074547390841322,2026-11-06,False,스킵,acc D+4 관찰 종료 — 신호 재발생 전까지 관망,0,0.61,0.845
RVMD,"Revolution Medicines, Inc.",Health Care,XLV,39868215296.0,2026-08-26,215.44000244140625,0.01920710315455132,0.003633647470371981,0.19080259021573576,0.13388009639467535,0.32282122243412514,True,0.10770735366169926,0.40618976212594315,0.14071128729585092,0.18062478629815515,0.9974074187102141,2.0387312293539135,1.182390598140322,1.5418670991289185,2.0387312293539135,352079117.0429932,0.852272700403617,204.08075103759765,184.05041732788087,154.99212506612142,True,True,True,True,True,False,accumulation,2,1,attention,True,False,surge,True,0.0,,0.0364904443564761,66.88755103135733,True,True,True,True,False,True,True,A,Confirmed Uptrend,215.44,0.0,0.3310936943171984,0.9878187643507145,3.420945886967665,0.6574045297819504,0.9897654234508209,1.0034611288604898,2026-11-05,False,진입 검토,국면 정합 A등급 · surge D+0,0,0.61,0.845
VEEV,Veeva Systems Inc.,Health Care,XLV,33102694400.0,2026-08-26,244.91000366210938,-0.007577579732707118,-0.024262933617094085,0.17796161487319084,0.12165294264237403,0.484204101582117,False,0.0957624327050286,0.577743520556528,0.12841046965111014,0.3246598410545942,0.9694031200672344,0.8405627168749508,0.8192713065754124,2.676486284006659,0.8405627168749508,398564870.92487794,0.6818709319340027,233.25349960327148,197.24883397420248,183.6068339029948,True,True,True,True,True,False,dry_up,2,0,normal,False,False,acc,False,4.0,어닝스20일내,0.03566908886080556,65.92520441112538,True,True,True,True,False,True,True,A,Confirmed Uptrend,250.53,-0.0224,0.3914839727124475,0.9878187643507145,-0.3948821763392435,0.06113570896750331,0.32178822618213715,1.0008519701810437,2026-08-27,True,스킵,acc D+4 관찰 종료 — 신호 재발생 전까지 관망,0,0.61,0.845
ILMN,"Illumina, Inc.",Health Care,XLV,31031631872.0,2026-08-26,224.83999633789062,-0.0006667369732474837,0.09678046994092981,0.15409089356881456,0.0989232845143102,0.32403928452370145,True,0.07355743101681766,0.40748459049046293,0.10554387408646493,0.18171191301627498,0.9993332630267525,0.8127257801793397,1.0511472311715186,1.6459548676862874,0.8127257801793397,429650089.1473587,0.6310296601486887,202.30499954223632,186.5738321940104,159.48941586812336,True,True,True,True,True,False,dry_up,3,0,normal,False,False,surge,False,4.0,,0.039736189737947444,71.97047135303396,True,True,True,True,True,True,True,A,Confirmed Uptrend,213.24,0.0544,0.2783737587814713,0.9878187643507145,0.6608194512663268,0.4736852022704807,0.9465878480349443,0.9988817891373803,2026-10-30,False,진입 검토,국면 정합 A등급 · surge D+4,0,0.61,0.845
HMY,Harmony Gold Mining Company Lim,Materials,XLB,9944315904.0,2026-08-26,22.43000030517578,-0.02265797126261493,0.06353722820734364,0.44430139670610824,0.3752612064972023,0.25820898076748744,False,0.34351679378306943,0.337505444699854,0.39236368994373105,0.24767663927814065,0.9528461951070109,1.2717885952468704,1.3348854710107647,2.0882816578091874,1.2717885952468704,63531041.10190582,0.2539675811832808,19.660000133514405,16.99350005785624,16.645841487248738,True,True,True,True,True,False,distribution,4,2,normal,False,False,surge,False,3.0,어닝스20일내,0.04423283671730496,68.22573544658869,True,True,True,True,False,True,True,A,Confirmed Uptrend,23.54,-0.0472,0.296749439465517,1.0,-0.13637446974126755,-0.3161032450459682,0.20226728855933893,0.998828541001065,2026-08-27,True,대기,어닝스 2026-08-27 — 발표 후 재평가,0,0.61,0.845
AU,AngloGold Ashanti PLC,Materials,XLB,40115785728.0,2026-08-26,118.11000061035156,-0.04279114033077647,0.09501765965394537,0.5263029672515933,0.45334295529301594,0.2656508185456712,False,0.41979622368302105,0.3454162915456793,0.471416448326631,0.25505618217686776,0.9572088596692235,1.1822247925044034,1.383913896506245,1.730746925063305,1.1822247925044034,324244525.050663,0.15948396347098034,98.80876197814942,87.80598182678223,91.93031438191731,True,True,True,False,False,False,distribution,3,2,normal,False,False,surge,False,3.0,,0.04563161520429628,72.07230302197475,True,True,True,True,False,True,True,A,Confirmed Uptrend,121.22,-0.0257,0.2573401316788638,1.0,0.293158541914472,-0.39260587085849374,0.5002971644655538,0.990255591054313,2026-11-05,False,스킵,상관 클러스터 중복 — 대표: AEM·HMY,0,0.61,0.845
